user,problem_id,start_date,end_date,appropriateness,inappropriate_nodes
SE6,s5Vk6,2015-01-22 03:48:18,2015-01-22 03:48:31,3,[]
SE6,8EKE6,2015-01-22 03:46:47,2015-01-22 03:47:06,3,[]
NE3,9tNo6,2015-01-26 19:15:46,2015-01-26 19:15:56,3,[]
SE3,jFWoh,2014-12-25 11:01:31,2014-12-25 11:02:28,1,"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
E3,Ha0lR,2015-02-17 08:22:27,2015-02-17 08:23:39,2,"[26, 27, 28]"
E1,roAbh,2015-02-21 00:58:15,2015-02-21 00:58:38,2,"[22, 23]"
SE6,hHWL3,2015-01-22 07:22:47,2015-01-22 07:23:06,2,[7]
E3,ijJt6,2015-02-17 08:24:00,2015-02-17 08:24:49,1,"[27, 28]"
SE6,PotWa,2015-01-22 07:06:42,2015-01-22 07:07:14,3,[]
E1,PXXCT,2015-02-20 12:45:28,2015-02-20 12:46:59,2,"[18, 19]"
SE9,WjN7e,2014-12-25 07:26:11,2014-12-25 07:27:14,1,"[16, 19, 20, 21, 22]"
E1,5DsLp,2015-02-21 00:58:38,2015-02-21 00:59:00,2,"[22, 23]"
E4,WjN7e,2014-12-26 20:43:18,2014-12-26 20:43:34,1,"[8, 9]"
SE5,s5Vk6,2014-12-18 07:04:40,2014-12-18 07:04:59,2,"[15, 16, 19, 20, 21]"
SE4,XE5oE,2014-12-19 03:10:37,2014-12-19 03:10:51,4,[]
SE3,WPHOw,2014-12-26 10:14:20,2014-12-26 10:14:42,4,[]
E2,prSsi,2014-12-26 01:40:53,2014-12-26 01:41:04,1,"[23, 24]"
SE4,pKl8D,2014-12-19 03:18:48,2014-12-19 03:19:03,5,[]
SE4,1Y2UO,2014-12-19 03:05:14,2014-12-19 03:05:35,1,"[22, 23, 24]"
E2,LeOzW,2014-12-26 01:35:56,2014-12-26 01:36:12,1,"[9, 10, 11, 12, 13]"
SE5,mcKN3,2014-12-18 05:03:25,2014-12-18 05:03:50,5,[]
SE1,K7z8B,2014-12-19 12:27:21,2014-12-19 12:27:37,3,[]
SE7,mHtKQ,2015-01-02 02:55:58,2015-01-02 02:56:27,1,"[3, 4]"
SE2,1wlhA,2014-12-11 01:58:39,2014-12-11 01:58:53,1,"[22, 23, 25]"
NE2,D8g0X,2015-01-16 12:38:47,2015-01-16 12:39:00,5,[]
NE3,Hhxt0,2015-01-26 19:16:37,2015-01-26 19:17:52,3,[]
E5,6vzaD,2015-01-05 01:00:57,2015-01-05 01:01:27,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 28]"
E2,VEDV0,2014-12-25 08:37:18,2014-12-25 08:37:39,2,"[3, 4, 5, 6, 7, 8, 15, 16]"
E5,Ha0lR,2014-12-31 07:41:22,2014-12-31 07:42:14,1,"[19, 20, 21, 22, 23, 25, 26, 27, 28]"
E5,86MgL,2014-12-31 23:24:07,2015-01-01 00:34:09,2,"[22, 23, 24]"
SE7,dM5ae,2015-01-02 02:56:28,2015-01-02 02:57:02,2,[13]
SE3,XrWem,2014-12-27 05:36:22,2014-12-27 05:36:49,2,"[18, 19, 20]"
E1,KFbAE,2015-02-19 09:16:52,2015-02-19 09:18:10,2,"[26, 27]"
E1,s5oBc,2015-02-20 12:56:10,2015-02-20 12:56:35,4,[]
SE5,jjav2,2014-12-18 05:22:46,2014-12-18 05:23:00,5,[]
E2,Ha0lR,2014-12-25 08:40:12,2014-12-25 08:40:51,4,[]
SE3,6vzaD,2015-01-13 21:21:06,2015-01-13 21:21:38,4,[]
SE3,Hhxt0,2014-12-26 10:16:10,2014-12-26 10:16:48,2,"[17, 18, 19, 21, 22, 23, 24]"
SE6,bjMXa,2015-01-22 07:24:34,2015-01-22 07:24:45,2,[]
SE9,TCinA,2014-12-25 09:47:59,2014-12-25 09:48:27,4,[]
SE3,s5oBc,2015-01-13 21:25:24,2015-01-13 21:25:51,2,"[7, 8, 9, 10, 11]"
NE3,jFWoh,2015-01-26 19:11:44,2015-01-26 19:11:59,3,[]
NE2,gcKcy,2015-01-16 11:57:14,2015-01-16 11:57:28,5,[]
NE1,merhN,2014-12-25 04:59:06,2014-12-25 05:00:24,2,"[11, 12, 13, 16, 17, 18, 29, 30]"
E5,dIbfh,2014-12-31 23:18:02,2014-12-31 23:18:31,1,"[1, 2, 3, 4]"
NE2,s5oBc,2015-01-16 12:33:42,2015-01-16 12:34:20,2,[23]
NE4,LeOzW,2014-12-24 12:55:14,2014-12-24 12:55:22,4,[]
SE8,kGbCK,2014-12-24 22:32:50,2014-12-24 22:33:03,5,[]
SE6,30gEV,2015-01-22 03:53:56,2015-01-22 03:54:29,2,[2]
NE1,7kFNo,2014-12-25 05:12:40,2014-12-25 05:13:12,3,[]
E5,fXA7k,2014-12-31 07:45:05,2014-12-31 07:45:18,2,"[20, 21, 28]"
SE2,pqMDD,2014-12-11 01:57:10,2014-12-11 01:57:18,5,[]
E5,kmb7q,2014-12-31 02:10:39,2014-12-31 02:11:07,4,[]
SE3,s4CVl,2014-12-26 23:48:47,2014-12-26 23:49:12,1,"[7, 8, 9, 10, 11, 12]"
NE1,ZGlDS,2014-12-25 04:55:52,2014-12-25 04:56:27,2,"[18, 19, 20, 21, 22, 23, 24, 25, 26]"
NE3,PgveS,2015-01-26 19:20:09,2015-01-26 19:20:25,3,[]
SE6,2OXqf,2015-01-22 03:54:29,2015-01-22 03:54:53,2,"[19, 20, 21, 22]"
E2,mcKN3,2014-12-19 01:56:37,2014-12-19 01:56:45,5,[]
SE5,5DsLp,2014-12-18 08:01:14,2014-12-18 08:01:26,5,[]
NE3,sZs9e,2015-01-26 19:19:34,2015-01-26 19:19:53,3,[]
SE5,X0hrt,2014-12-18 05:21:25,2014-12-18 05:21:56,2,"[6, 19]"
NE4,oTqSm,2014-12-24 13:07:07,2014-12-24 13:07:16,4,[]
SE2,5DsLp,2014-12-11 01:45:12,2014-12-11 01:45:24,1,"[22, 23]"
NE1,Hhxt0,2014-12-25 05:20:10,2014-12-25 05:20:38,1,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 25]"
SE2,rHHFS,2014-12-11 01:47:08,2014-12-11 01:47:20,5,[]
SE1,xAt1k,2014-12-19 13:22:24,2014-12-19 13:22:38,5,[]
SE9,9nSEk,2015-01-02 02:12:37,2015-01-02 02:12:54,4,[]
E2,pVzBY,2014-12-25 08:37:54,2014-12-25 08:38:41,2,"[11, 12, 13, 14, 15, 16]"
NE1,2oJdf,2014-12-25 05:10:55,2014-12-25 05:11:33,2,"[2, 3, 8, 9, 10, 15]"
SE2,9jcD1,2014-12-11 01:47:59,2014-12-11 01:48:13,5,[]
SE5,YmRTB,2014-12-18 06:24:58,2014-12-18 06:25:12,5,[]
SE6,qUGBo,2015-01-22 07:22:00,2015-01-22 07:22:22,2,[26]
SE2,PotWa,2014-12-11 01:51:01,2014-12-11 01:51:26,5,[]
NE3,nA6kb,2015-01-26 19:12:15,2015-01-26 19:12:26,3,[]
SE2,qUGBo,2014-12-11 01:40:20,2014-12-11 01:40:37,1,"[26, 27, 28]"
E4,7kFNo,2014-12-26 20:34:57,2014-12-26 20:35:10,1,"[17, 18, 19, 20, 21, 22]"
E5,TCinA,2014-12-31 23:18:52,2014-12-31 23:19:38,2,"[3, 4, 5, 6, 8, 9, 11, 12, 13, 14]"
NE2,nA6kb,2015-01-16 12:01:34,2015-01-16 12:02:02,2,[27]
SE7,jP8Dj,2015-01-02 02:59:54,2015-01-02 03:00:24,4,[]
SE8,jFWoh,2014-12-24 22:48:26,2014-12-24 22:48:42,4,[]
E4,86MgL,2014-12-26 20:19:14,2014-12-26 20:19:36,2,"[13, 14, 15, 16, 17, 25, 26]"
NE1,dH82r,2014-12-25 05:16:07,2014-12-25 05:16:48,1,"[2, 3, 4, 5, 6, 17, 26, 27, 28]"
SE6,merhN,2015-01-22 03:46:36,2015-01-22 03:46:46,3,[]
SE9,Hhxt0,2015-01-02 02:10:32,2015-01-02 02:10:45,5,[]
E2,K7z8B,2014-12-26 01:37:45,2014-12-26 01:37:54,5,[]
SE9,wlbEr,2014-12-25 09:44:34,2014-12-25 09:45:00,5,[]
SE2,moWjD,2014-12-11 02:01:16,2014-12-11 02:01:26,1,"[27, 28]"
SE9,30gEV,2015-01-02 02:15:44,2015-01-02 02:16:05,2,[28]
NE3,gcKcy,2015-01-26 18:06:35,2015-01-26 18:06:45,3,[]
NE2,ijJt6,2015-01-16 12:07:13,2015-01-16 12:07:26,4,[]
NE4,jjav2,2014-12-24 12:51:22,2014-12-24 12:51:31,4,[]
NE3,X0hrt,2015-01-26 18:18:26,2015-01-26 18:18:36,3,[]
SE8,5DsLp,2014-12-24 22:54:59,2014-12-24 22:55:08,5,[]
SE7,K7z8B,2015-01-02 02:44:20,2015-01-02 02:44:35,5,[]
NE3,bjMXa,2015-01-26 19:18:22,2015-01-26 19:18:35,3,[]
SE4,5CeFg,2014-12-19 03:02:25,2014-12-19 03:03:01,1,"[7, 8, 23, 24, 26, 27, 28, 29]"
E5,XBCNz,2015-01-03 00:53:29,2015-01-03 00:53:58,2,"[8, 9, 10, 11, 12, 13, 14, 15]"
E4,dIbfh,2014-12-26 20:06:11,2014-12-26 20:06:36,2,"[5, 6, 7]"
NE4,mcKN3,2014-12-24 13:05:46,2014-12-24 13:05:55,4,[]
NE4,5DsLp,2014-12-24 12:46:51,2014-12-24 12:47:09,4,[]
NE1,WjN7e,2014-12-25 04:52:25,2014-12-25 04:53:07,1,"[6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
E4,88XpX,2014-12-26 20:23:33,2014-12-26 20:23:48,4,[]
SE1,LeOzW,2014-12-18 15:55:34,2014-12-18 15:56:02,2,"[9, 10, 11, 14]"
SE7,jCdZF,2015-01-02 03:01:03,2015-01-02 03:01:15,5,[]
SE8,m7MAu,2014-12-24 22:34:25,2014-12-24 22:35:05,4,[]
SE4,gKPb4,2014-12-19 03:04:54,2014-12-19 03:05:12,5,[]
E5,mZ5zR,2015-01-03 00:53:59,2015-01-03 00:54:38,2,"[10, 22]"
SE2,IZ6Jo,2014-12-11 01:44:10,2014-12-11 01:44:25,1,"[25, 26]"
E5,XrWem,2014-12-31 07:47:58,2014-12-31 07:48:15,1,"[19, 20]"
NE3,m7MAu,2015-01-26 19:02:58,2015-01-26 19:03:21,3,[]
NE2,8EKE6,2015-01-16 12:38:08,2015-01-16 12:38:23,1,[30]
NE3,dIbfh,2015-01-26 19:12:00,2015-01-26 19:12:14,3,[]
SE3,KFbAE,2015-01-13 21:22:54,2015-01-13 21:23:26,2,"[12, 13, 28]"
E1,jFWoh,2015-02-17 08:20:43,2015-02-17 08:21:21,1,"[25, 26]"
NE3,XrWem,2015-01-26 18:14:34,2015-01-26 18:14:47,4,[]
SE8,merhN,2014-12-24 22:35:24,2014-12-24 22:35:39,2,"[17, 18]"
NE2,FZkFk,2015-01-16 12:32:36,2015-01-16 12:33:02,1,"[7, 8, 9]"
NE3,FZkFk,2015-01-26 18:11:58,2015-01-26 18:12:13,4,[]
SE2,Z2nOq,2014-12-11 02:00:35,2014-12-11 02:00:44,5,[]
E3,9tNo6,2015-03-01 05:19:14,2015-03-01 05:19:31,5,[]
NE3,tOfjr,2015-01-26 18:18:36,2015-01-26 18:18:59,3,[]
NE2,86MgL,2015-01-16 11:53:11,2015-01-16 11:53:39,4,[]
SE2,mcKN3,2014-12-11 02:05:31,2014-12-11 02:05:40,5,[]
E3,PXXCT,2015-03-01 03:03:08,2015-03-01 03:03:36,5,[]
E4,otedB,2014-12-26 20:07:32,2014-12-26 20:08:00,2,"[8, 9]"
NE4,KFbAE,2014-12-24 12:46:42,2014-12-24 12:46:51,4,[]
SE4,jFWoh,2014-12-19 03:37:43,2014-12-19 03:37:58,1,"[25, 26]"
NE1,D8g0X,2014-12-25 04:18:37,2014-12-25 04:19:04,4,[]
NE3,qUGBo,2015-01-26 19:13:51,2015-01-26 19:14:05,3,[]
NE3,2OXqf,2015-01-26 19:19:53,2015-01-26 19:20:09,3,[]
NE3,cV2Wj,2015-01-26 19:13:33,2015-01-26 19:13:51,3,[]
NE3,mcKN3,2015-01-26 19:11:33,2015-01-26 19:11:43,3,[]
SE8,9tNo6,2014-12-24 22:42:26,2014-12-24 22:42:42,4,[]
E3,dH82r,2015-03-01 05:18:25,2015-03-01 05:18:55,1,"[26, 27, 28]"
SE3,xLTq2,2014-12-26 23:48:21,2014-12-26 23:48:46,2,"[13, 14, 15, 16, 17, 18]"
SE2,xAt1k,2014-12-11 01:46:27,2014-12-11 01:46:36,5,[]
E3,WA29W,2015-03-01 05:23:34,2015-03-01 05:24:11,2,"[9, 18, 19, 20]"
SE2,4nC7q,2014-12-11 02:00:24,2014-12-11 02:00:34,5,[]
E4,moWjD,2014-12-26 20:10:38,2014-12-26 20:10:56,1,"[27, 28]"
SE2,AHATe,2014-12-11 02:05:02,2014-12-11 02:05:14,1,"[28, 29, 30]"
E2,SiNB1,2014-12-19 01:58:13,2014-12-19 01:58:25,5,[]
SE9,aDzn0,2015-01-02 02:11:48,2015-01-02 02:12:02,5,[]
SE2,8EKE6,2014-12-11 01:44:25,2014-12-11 01:44:37,1,"[21, 22]"
SE3,Y9t3t,2015-01-13 21:20:42,2015-01-13 21:21:05,4,[]
NE3,Ha0lR,2015-01-26 18:06:05,2015-01-26 18:06:15,3,[]
SE7,jjav2,2015-01-02 02:50:46,2015-01-02 02:50:56,5,[]
SE9,9jcD1,2015-01-02 02:16:58,2015-01-02 02:17:13,2,[22]
SE3,WA29W,2014-12-26 23:47:39,2014-12-26 23:48:06,5,[]
E4,s5Vk6,2014-12-26 20:42:33,2014-12-26 20:42:47,1,"[11, 12]"
SE7,s4CVl,2015-01-02 02:39:47,2015-01-02 02:40:24,4,[]
SE6,XE5oE,2015-01-22 03:54:54,2015-01-22 03:55:07,3,[]
SE2,m0iNC,2014-12-11 01:47:47,2014-12-11 01:47:58,1,"[25, 26]"
E1,nrNsl,2015-02-17 08:15:38,2015-02-17 08:16:04,5,[]
SE8,oTqSm,2014-12-24 22:58:25,2014-12-24 22:58:34,5,[]
E5,mHtKQ,2015-01-01 07:40:55,2015-01-01 07:41:31,1,"[3, 4]"
SE3,m0iNC,2014-12-26 11:00:42,2014-12-26 11:01:15,2,"[22, 23, 25, 26, 27]"
SE2,88XpX,2014-12-11 01:56:44,2014-12-11 01:56:59,1,"[2, 3, 7]"
E2,roAbh,2014-12-25 08:40:00,2014-12-25 08:40:12,1,"[22, 23]"
SE6,9jcD1,2015-01-22 07:09:25,2015-01-22 07:10:18,2,[10]
SE8,FZkFk,2014-12-24 22:57:42,2014-12-24 22:57:54,4,[]
SE2,s5oBc,2014-12-11 02:05:51,2014-12-11 02:06:09,3,[]
SE2,qrBZs,2014-12-11 01:48:13,2014-12-11 01:48:23,5,[]
NE1,hNGiv,2014-12-25 04:53:08,2014-12-25 04:53:53,2,"[14, 15, 28, 29]"
E2,kmb7q,2014-12-26 01:37:14,2014-12-26 01:37:22,5,[]
NE2,4nC7q,2015-01-16 12:37:47,2015-01-16 12:38:07,1,[28]
E4,FZkFk,2014-12-26 20:28:05,2014-12-26 20:28:32,1,"[12, 13]"
SE8,dS6ka,2014-12-24 22:42:16,2014-12-24 22:42:25,5,[]
E5,pKl8D,2015-01-03 00:56:27,2015-01-03 00:56:48,4,[]
NE3,SiNB1,2015-01-26 18:12:38,2015-01-26 18:13:32,3,[]
NE3,s5Vk6,2015-01-26 18:19:00,2015-01-26 18:19:12,3,[]
E5,sZs9e,2015-01-05 01:03:31,2015-01-05 01:03:44,1,"[11, 12, 13]"
NE3,pKl8D,2015-01-26 19:05:32,2015-01-26 19:05:41,3,[]
SE3,K7z8B,2014-12-26 23:45:12,2014-12-26 23:45:30,5,[]
SE2,WA29W,2014-12-11 01:48:57,2014-12-11 01:49:11,1,"[19, 20]"
SE1,9p5qj,2014-12-19 12:36:51,2014-12-19 12:37:24,3,[]
NE1,rHHFS,2014-12-25 05:03:59,2014-12-25 05:04:32,3,[]
NE4,PRcaf,2014-12-24 13:02:36,2014-12-24 13:02:44,4,[]
SE1,IZ6Jo,2014-12-18 15:53:02,2014-12-18 15:53:19,2,"[25, 26]"
SE8,roAbh,2014-12-24 22:52:15,2014-12-24 22:52:24,4,[]
NE2,xAt1k,2015-01-16 12:35:21,2015-01-16 12:35:55,3,[]
NE1,6vzaD,2014-12-25 04:15:38,2014-12-25 04:16:12,2,"[13, 14, 15, 16, 17, 28]"
NE3,8EKE6,2015-01-26 19:10:09,2015-01-26 19:10:23,4,[]
SE2,6vzaD,2014-12-11 01:53:50,2014-12-11 01:54:05,1,"[13, 14, 28]"
NE3,pqMDD,2015-01-26 18:15:51,2015-01-26 18:16:04,4,[]
E1,gKPb4,2015-02-19 07:30:27,2015-02-19 07:32:05,2,"[9, 10, 11]"
NE3,PotWa,2015-01-26 19:14:34,2015-01-26 19:15:19,3,[]
E4,qrBZs,2014-12-26 20:14:56,2014-12-26 20:15:22,2,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 25, 26, 27, 28, 29]"
SE4,9nSEk,2014-12-19 03:08:25,2014-12-19 03:08:38,5,[]
E1,fXA7k,2015-02-21 01:01:52,2015-02-21 01:03:06,2,"[20, 21, 28]"
E5,8EKE6,2015-01-03 00:53:09,2015-01-03 00:53:28,1,"[21, 22]"
E5,s5Vk6,2015-01-01 00:37:16,2015-01-01 00:37:34,5,[]
SE4,aDzn0,2014-12-19 03:21:25,2014-12-19 03:21:38,5,[]
SE1,2flFc,2014-12-19 12:33:21,2014-12-19 12:35:16,5,[]
SE1,m0iNC,2014-12-19 12:36:22,2014-12-19 12:36:50,2,"[25, 26]"
E2,s5Vk6,2014-12-19 01:50:32,2014-12-19 01:51:04,5,[]
SE1,PgveS,2014-12-18 15:52:26,2014-12-18 15:53:01,2,"[27, 28]"
NE1,qUGBo,2014-12-25 05:18:57,2014-12-25 05:19:27,1,"[3, 6, 7, 18, 25, 26, 27]"
SE5,mHtKQ,2014-12-18 08:01:27,2014-12-18 08:01:52,2,"[1, 2, 3, 4]"
SE3,9p5qj,2014-12-26 10:14:48,2014-12-26 10:15:13,5,[]
SE4,4nC7q,2014-12-19 03:11:28,2014-12-19 03:11:44,4,[]
NE1,9nSEk,2014-12-25 04:36:41,2014-12-25 04:37:18,2,"[3, 7, 8, 23]"
SE7,9jcD1,2015-01-02 03:14:21,2015-01-02 03:14:36,4,[]
SE6,I9QTc,2015-01-22 07:12:48,2015-01-22 07:14:20,2,"[1, 2, 4]"
E2,WjN7e,2014-12-26 01:32:27,2014-12-26 01:32:35,5,[]
E1,9tNo6,2015-02-19 09:04:03,2015-02-19 09:04:30,2,"[23, 24, 25]"
SE3,xAt1k,2014-12-25 11:05:02,2014-12-25 11:05:24,5,[]
SE4,IZ6Jo,2014-12-19 03:12:59,2014-12-19 03:13:21,1,"[25, 26]"
E2,AHATe,2014-12-26 01:41:05,2014-12-26 01:41:21,1,"[28, 29, 30]"
NE4,6vzaD,2014-12-24 12:58:54,2014-12-24 12:59:02,4,[]
E4,Hhxt0,2014-12-26 20:08:55,2014-12-26 20:09:18,2,"[21, 22, 23, 24]"
E4,oTqSm,2014-12-26 20:32:24,2014-12-26 20:32:40,1,"[6, 7, 8]"
SE6,WA29W,2015-01-22 03:49:53,2015-01-22 03:50:20,3,[]
E1,gcKcy,2015-02-19 09:02:59,2015-02-19 09:03:42,2,"[13, 14, 28]"
SE4,OXAWb,2014-12-19 03:27:58,2014-12-19 03:28:25,1,"[16, 17, 18, 19, 20, 21]"
SE3,mcKN3,2014-12-25 02:08:36,2014-12-25 02:09:16,4,[]
SE7,s5oBc,2015-01-02 02:12:34,2015-01-02 02:13:35,4,[]
SE9,PXXCT,2015-01-02 02:12:55,2015-01-02 02:13:09,4,[]
SE1,gcKcy,2014-12-19 11:05:32,2014-12-19 11:06:05,3,[]
NE4,XrWem,2014-12-24 12:59:25,2014-12-24 12:59:34,4,[]
SE6,qrBZs,2015-01-22 03:42:00,2015-01-22 03:42:12,3,[]
SE8,8EKE6,2014-12-24 22:46:12,2014-12-24 22:46:32,4,[]
SE8,WA29W,2014-12-24 22:55:09,2014-12-24 22:55:39,4,[]
E2,8EKE6,2014-12-26 01:25:01,2014-12-26 01:25:15,1,"[21, 22]"
SE7,ZGlDS,2015-01-02 02:18:54,2015-01-02 02:19:19,4,[]
SE1,nA6kb,2014-12-19 10:35:03,2014-12-19 10:35:27,2,"[25, 26, 27, 28, 29]"
NE4,qrBZs,2014-12-24 12:58:43,2014-12-24 12:58:53,4,[]
SE6,roAbh,2015-01-22 07:11:16,2015-01-22 07:11:33,3,[]
SE9,kmb7q,2015-01-02 02:14:44,2015-01-02 02:14:59,5,[]
E1,kGbCK,2015-02-19 09:00:16,2015-02-19 09:00:44,5,[]
SE6,WPHOw,2015-01-22 07:18:39,2015-01-22 07:18:54,3,[]
SE1,9jcD1,2014-12-19 12:33:04,2014-12-19 12:33:20,3,[]
E1,XrWem,2015-02-19 07:35:26,2015-02-19 07:36:11,1,"[18, 19, 20]"
E1,PRcaf,2015-02-19 08:56:13,2015-02-19 08:56:29,2,[]
NE4,AHATe,2014-12-24 12:53:14,2014-12-24 12:53:23,4,[]
SE5,pVzBY,2014-12-18 06:28:47,2014-12-18 06:29:11,2,"[11, 12, 13]"
SE8,KFbAE,2014-12-24 22:43:07,2014-12-24 22:43:22,5,[]
SE3,UPFkK,2014-12-25 10:59:47,2014-12-25 11:00:30,2,"[13, 14, 15, 16, 17, 28]"
SE4,PgveS,2014-12-19 03:29:14,2014-12-19 03:29:33,1,"[27, 28]"
SE1,mHtKQ,2014-12-18 15:49:57,2014-12-18 15:50:24,2,"[3, 4, 5, 6, 7, 8, 9, 14]"
E4,aDzn0,2014-12-26 20:40:06,2014-12-26 20:40:24,2,"[20, 21, 22, 23, 24]"
SE3,1Y2UO,2014-12-25 11:08:07,2014-12-25 11:08:45,1,"[22, 23, 24]"
SE1,9nSEk,2014-12-19 12:35:54,2014-12-19 12:36:21,1,"[1, 2, 3, 4, 28]"
SE1,gKPb4,2014-12-19 10:30:49,2014-12-19 10:31:15,2,"[9, 10, 11, 14]"
SE4,s5oBc,2014-12-19 03:25:31,2014-12-19 03:25:46,2,"[22, 23]"
E5,VEDV0,2015-01-01 07:42:28,2015-01-01 08:55:41,1,[]
NE4,prSsi,2014-12-24 12:55:22,2014-12-24 12:55:30,4,[]
E1,I9QTc,2015-02-20 12:57:14,2015-02-20 12:57:39,5,[]
E5,XvXUW,2014-12-31 07:47:39,2014-12-31 07:47:58,1,"[18, 19, 20]"
E4,kGbCK,2014-12-26 20:19:37,2014-12-26 20:19:53,4,[]
SE4,FZkFk,2014-12-19 03:14:18,2014-12-19 03:14:43,1,"[24, 25, 26, 27, 28, 29]"
SE1,6vzaD,2014-12-19 10:36:34,2014-12-19 10:37:34,3,[]
SE9,moWjD,2015-01-02 02:01:05,2015-01-02 02:01:29,3,[28]
SE9,6vzaD,2015-01-02 02:04:49,2015-01-02 02:05:05,5,[]
E1,hHWL3,2015-02-20 12:53:32,2015-02-20 12:54:08,4,[]
SE7,wlbEr,2015-01-02 02:57:38,2015-01-02 02:59:04,2,"[8, 9, 10, 11, 12, 13, 14, 15]"
E1,ZGlDS,2015-02-21 01:09:28,2015-02-21 01:09:53,2,"[24, 25, 26]"
SE9,D8g0X,2015-01-02 02:16:44,2015-01-02 02:16:57,5,[]
SE5,VejQD,2014-12-18 07:05:50,2014-12-18 07:06:32,2,"[13, 14, 15]"
SE8,2OXqf,2014-12-24 22:51:55,2014-12-24 22:52:14,2,"[9, 10, 18, 19, 20, 21, 22, 23]"
SE5,86MgL,2014-12-18 06:23:43,2014-12-18 06:23:58,2,"[22, 23, 24]"
SE6,kmb7q,2015-01-22 03:48:32,2015-01-22 03:48:47,3,[]
SE3,jCdZF,2014-12-26 23:47:10,2014-12-26 23:47:25,5,[]
NE1,bjMXa,2014-12-25 04:39:50,2014-12-25 04:45:22,3,"[8, 9, 10, 11, 12, 16, 17, 18]"
NE4,YmRTB,2014-12-24 12:59:45,2014-12-24 12:59:56,4,[]
SE8,86MgL,2014-12-24 22:39:16,2014-12-24 22:39:47,5,[]
SE6,LeOzW,2015-01-22 07:17:06,2015-01-22 07:17:37,3,[]
NE1,kmb7q,2014-12-25 04:36:12,2014-12-25 04:36:40,2,"[2, 3, 7, 8, 9, 10, 11, 12, 17]"
SE3,m7MAu,2014-12-25 11:27:07,2014-12-25 11:27:25,5,[]
SE9,2OXqf,2015-01-02 01:59:35,2015-01-02 02:00:08,4,[]
NE4,pVzBY,2014-12-24 13:01:31,2014-12-24 13:01:41,4,[]
SE8,7kFNo,2014-12-24 22:54:49,2014-12-24 22:54:57,5,[]
SE5,PgveS,2014-12-18 06:19:23,2014-12-18 06:19:40,4,[]
SE8,SiNB1,2014-12-24 22:23:17,2014-12-24 22:23:55,2,"[26, 27, 28]"
SE5,30gEV,2014-12-18 06:34:18,2014-12-18 06:34:56,5,[]
SE3,Z2nOq,2014-12-25 02:11:49,2014-12-25 02:12:22,5,[]
SE4,wlbEr,2014-12-19 03:18:30,2014-12-19 03:18:46,1,"[14, 15]"
SE3,qrBZs,2014-12-26 04:02:33,2014-12-26 04:03:08,2,"[10, 11, 25, 26, 27, 28]"
SE9,tOfjr,2015-01-02 02:18:59,2015-01-02 02:19:16,4,[]
SE7,UPFkK,2015-01-02 02:55:14,2015-01-02 02:55:33,5,[]
SE5,1wlhA,2014-12-18 07:05:32,2014-12-18 07:05:49,5,[]
SE5,UPFkK,2014-12-18 06:28:26,2014-12-18 06:28:45,4,[]
E4,bjMXa,2014-12-26 20:37:50,2014-12-26 20:38:06,1,"[12, 13, 14, 15, 16, 17, 18]"
E3,UPFkK,2015-02-28 15:11:33,2015-02-28 15:12:12,1,[28]
NE1,UPFkK,2014-12-25 04:08:11,2014-12-25 04:09:13,1,"[13, 14, 15, 16, 17, 28]"
E3,Hhxt0,2015-03-01 02:51:55,2015-03-01 02:52:19,4,[]
NE2,roAbh,2015-01-16 12:01:19,2015-01-16 12:01:33,4,[]
SE1,wlbEr,2014-12-18 15:55:06,2014-12-18 15:55:33,3,[]
NE2,WA29W,2015-01-16 12:04:11,2015-01-16 12:04:57,1,"[28, 29, 30]"
SE5,4nC7q,2014-12-18 08:03:55,2014-12-18 08:04:08,5,[]
E3,FZkFk,2015-03-01 03:04:37,2015-03-01 03:05:07,2,"[1, 2, 3, 4, 5, 6, 10, 11, 12, 13]"
SE6,4nC7q,2015-01-22 07:07:15,2015-01-22 07:07:39,2,[17]
E3,KFbAE,2015-02-28 15:15:10,2015-02-28 15:15:51,1,"[17, 26, 27]"
SE4,dM5ae,2014-12-19 03:36:51,2014-12-19 03:37:06,4,[]
E3,jjav2,2015-03-01 02:46:26,2015-03-01 02:46:49,4,[]
E5,PgveS,2014-12-31 23:18:32,2014-12-31 23:18:51,1,"[27, 28]"
NE1,tOfjr,2014-12-25 05:02:08,2014-12-25 05:03:09,1,"[2, 3, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]"
E3,7kFNo,2015-03-01 02:46:05,2015-03-01 02:46:25,4,[]
SE1,jCdZF,2014-12-18 15:46:05,2014-12-18 15:46:44,2,"[21, 22]"
E1,m7MAu,2015-02-20 12:54:09,2015-02-20 12:55:25,5,[]
NE2,prSsi,2015-01-16 11:55:01,2015-01-16 11:55:24,5,[]
E3,ZLfld,2015-03-01 02:49:38,2015-03-01 02:50:09,2,"[12, 13, 14, 15, 16, 27]"
E3,oTqSm,2015-02-28 15:10:07,2015-02-28 15:10:53,4,[]
